Tweet,Tweet_Normalized,Tweet_Tokenized,Tweet_Stopwords,Tweet_Stemmed,Suicide
rt pentagon menghabiskan jutaan untuk mencegah bunuh diri tetapi tingkat bunuh diri naik sebagai gantinya,rt pentagon menghabiskan jutaan untuk mencegah bunuh diri diri tetapi tingkat bunuh diri diri naik sebagai gantinya,"['rt', 'pentagon', 'menghabiskan', 'jutaan', 'untuk', 'mencegah', 'bunuh', 'diri', 'diri', 'tetapi', 'tingkat', 'bunuh', 'diri', 'diri', 'naik', 'sebagai', 'gantinya']","['rt', 'pentagon', 'menghabiskan', 'jutaan', 'mencegah', 'bunuh', 'tingkat', 'bunuh', 'gantinya']","['rt', 'pentagon', 'habis', 'juta', 'cegah', 'bunuh', 'tingkat', 'bunuh', 'ganti']",Potential Suicide post
man game of thrones akan berakhir tahun depan dan saya harus menunggu 10 tahun untuk twow dan ados keluar untuk mendapatkan m,man game of thrones akan berakhir tahun depan dan saya harus menunggu 10 tahun untuk twow dan ados keluar untuk mendapatkan m,"['man', 'game', 'of', 'thrones', 'akan', 'berakhir', 'tahun', 'depan', 'dan', 'saya', 'harus', 'menunggu', '10', 'tahun', 'untuk', 'twow', 'dan', 'ados', 'keluar', 'untuk', 'mendapatkan', 'm']","['man', 'game', 'of', 'thrones', 'menunggu', '10', 'twow', 'ados', 'm']","['man', 'game', 'of', 'thrones', 'tunggu', '10', 'twow', 'ados', 'm']",Potential Suicide post
hai baru saja bergabung dan saya pikir itu brill haha ​​masih di tempat tidur tidak bisa repot bangun sampai jumpa,hai baru saja bergabung dan saya pikir itu brill haha ​​masih di tempat tidur tidak bisa repot bangun sampai jumpa,"['hai', 'baru', 'saja', 'bergabung', 'dan', 'saya', 'pikir', 'itu', 'brill', 'haha', '\u200b\u200bmasih', 'di', 'tempat', 'tidur', 'tidak', 'bisa', 'repot', 'bangun', 'sampai', 'jumpa']","['hai', 'bergabung', 'pikir', 'brill', 'haha', '\u200b\u200bmasih', 'tidur', 'repot', 'bangun', 'jumpa']","['hai', 'gabung', 'pikir', 'brill', 'haha', 'masih', 'tidur', 'repot', 'bangun', 'jumpa']",Not Suicide post
"berpikir untuk bunuh diri saya diperkosa pada usia 10 tahun oleh seorang pria tunawisma yang mabuk dan yang mencoba mencari di mana saya tinggal dan saya sekarang anak laki -laki berusia 19 tahun tanpa teman -teman saya, gf saya tidak punya alasan lagi, saya ingin bunuh diri.","berpikir untuk bunuh diri diri saya diperkosa pada usia 10 tahun oleh seorang pria tunawisma yang mabuk dan yang mencoba mencari di mana saya tinggal dan saya sekarang anak laki -laki berusia 19 tahun tanpa teman -teman saya, gf saya tidak punya alasan lagi, saya ingin bunuh diri diri.","['berpikir', 'untuk', 'bunuh', 'diri', 'diri', 'saya', 'diperkosa', 'pada', 'usia', '10', 'tahun', 'oleh', 'seorang', 'pria', 'tunawisma', 'yang', 'mabuk', 'dan', 'yang', 'mencoba', 'mencari', 'di', 'mana', 'saya', 'tinggal', 'dan', 'saya', 'sekarang', 'anak', 'laki', '-laki', 'berusia', '19', 'tahun', 'tanpa', 'teman', '-teman', 'saya', ',', 'gf', 'saya', 'tidak', 'punya', 'alasan', 'lagi', ',', 'saya', 'ingin', 'bunuh', 'diri', 'diri', '.']","['berpikir', 'bunuh', 'diperkosa', 'usia', '10', 'pria', 'tunawisma', 'mabuk', 'mencoba', 'mencari', 'tinggal', 'anak', 'laki', '-laki', 'berusia', '19', 'teman', '-teman', ',', 'gf', 'alasan', ',', 'bunuh', '.']","['pikir', 'bunuh', 'perkosa', 'usia', '10', 'pria', 'tunawisma', 'mabuk', 'coba', 'cari', 'tinggal', 'anak', 'laki', '-laki', 'usia', '19', 'teman', '-teman', '', 'gf', 'alas', '', 'bunuh', '']",Potential Suicide post
rt bukan kinerja yang kami inginkan tetapi senang dengan poin kami masih tak terkalahkan dan mendapatkan gk terbaik di dunia,rt bukan kinerja yang kami inginkan tetapi senang dengan poin kami masih tak terkalahkan dan mendapatkan tidak terbaik di dunia,"['rt', 'bukan', 'kinerja', 'yang', 'kami', 'inginkan', 'tetapi', 'senang', 'dengan', 'poin', 'kami', 'masih', 'tak', 'terkalahkan', 'dan', 'mendapatkan', 'tidak', 'terbaik', 'di', 'dunia']","['rt', 'kinerja', 'senang', 'poin', 'terkalahkan', 'terbaik', 'dunia']","['rt', 'kerja', 'senang', 'poin', 'kalah', 'baik', 'dunia']",Not Suicide post
di ny no penundaan penundaan syukurlah las vegas berkesan dicintai konser fob atl cs,di ny no penundaan penundaan syukurlah las vegas berkesan dicintai konser fob atl cs,"['di', 'ny', 'no', 'penundaan', 'penundaan', 'syukurlah', 'las', 'vegas', 'berkesan', 'dicintai', 'konser', 'fob', 'atl', 'cs']","['ny', 'no', 'penundaan', 'penundaan', 'syukurlah', 'las', 'vegas', 'berkesan', 'dicintai', 'konser', 'fob', 'atl', 'cs']","['ny', 'no', 'tunda', 'tunda', 'syukur', 'las', 'vegas', 'kesan', 'cinta', 'konser', 'fob', 'atl', 'cs']",Not Suicide post
akan tidur siang sebelum pergi untuk biaya kuliah bm,akan tidur siang sebelum pergi untuk biaya kuliah bm,"['akan', 'tidur', 'siang', 'sebelum', 'pergi', 'untuk', 'biaya', 'kuliah', 'bm']","['tidur', 'siang', 'pergi', 'biaya', 'kuliah', 'bm']","['tidur', 'siang', 'pergi', 'biaya', 'kuliah', 'bm']",Not Suicide post
rt mereka menganggapku bajingan mati,rt mereka menganggapku bajingan meninggal,"['rt', 'mereka', 'menganggapku', 'bajingan', 'meninggal']","['rt', 'menganggapku', 'bajingan', 'meninggal']","['rt', 'anggap', 'bajing', 'tinggal']",Potential Suicide post
bukankah itu manis dari mereka altruisme itu adalah yang terbaik,bukankah itu manis dari mereka altruisme itu adalah yang terbaik,"['bukankah', 'itu', 'manis', 'dari', 'mereka', 'altruisme', 'itu', 'adalah', 'yang', 'terbaik']","['manis', 'altruisme', 'terbaik']","['manis', 'altruisme', 'baik']",Not Suicide post
edit suasana hatiku,edit suasana hatiku,"['edit', 'suasana', 'hatiku']","['edit', 'suasana', 'hatiku']","['edit', 'suasana', 'hati']",Not Suicide post
"dia sangat lucu, semoga sukses dengan museum lol","dia sangat lucu, semoga sukses dengan museum tertawa","['dia', 'sangat', 'lucu', ',', 'semoga', 'sukses', 'dengan', 'museum', 'tertawa']","['lucu', ',', 'semoga', 'sukses', 'museum', 'tertawa']","['lucu', '', 'moga', 'sukses', 'museum', 'tertawa']",Not Suicide post
saya pikir jahe di sebelahnya bertengkar seperti yang buruk saya tidak tahu harus berbuat apa,saya pikir jahe di sebelahnya bertengkar seperti yang buruk saya tidak tahu harus berbuat apa,"['saya', 'pikir', 'jahe', 'di', 'sebelahnya', 'bertengkar', 'seperti', 'yang', 'buruk', 'saya', 'tidak', 'tahu', 'harus', 'berbuat', 'apa']","['pikir', 'jahe', 'sebelahnya', 'bertengkar', 'buruk', 'berbuat']","['pikir', 'jahe', 'belah', 'tengkar', 'buruk', 'buat']",Not Suicide post
ingin membunuhnya,ingin membunuhnya,"['ingin', 'membunuhnya']",['membunuhnya'],['bunuh'],Not Suicide post
"mengapa umat manusia takut akan kematian akhir -akhir ini saya bertanya pada diri sendiri lebih sering dan sering mengapa kita takut mati sekarang di abad pertengahan misalnya tentu saja anda takut berada di neraka dan omong kosong seperti itu tetapi hari ini bahkan jika itu benar -benar tidak menyakitkan mengapa anda berjuang lebih dari sekedar itu, saya tidak bisa dengan mudah, saya tidak akan melakukan hal yang mudah, saya akan mengatakan bahwa saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya akan melakukan hal yang lebih mudah, saya tidak akan pernah berjalan dengan mudah, saya akan pergi dengan itu, saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya akan pergi dengan itu, saya tidak akan pernah berjalan dengan mudah, saya tidak akan terlalu banyak untuk quit. manusia khawatir orang -orang yang tidak diketahui, kita tidak tahu apa yang setelah kematian karena tidak ada yang benar -benar kembali dari kematian yang sebenarnya dan melaporkan tentang hal itu seperti kematian klinis yang sebenarnya tetapi sebenarnya adalah satu -satunya alasan seperti saya tahu saya belum akan bunuh diri dan mungkin tetap seperti itu karena saya terlalu banyak menjadi vagina untuk menjadi vagina jika anda mendapatkan apa yang saya maksudkan","mengapa umat manusia takut akan kematian akhir -akhir ini saya bertanya pada diri sendiri lebih sering dan sering mengapa kita takut meninggal sekarang di abad pertengahan misalnya tentu saja anda takut berada di neraka dan omong kosong seperti itu tetapi hari ini bahkan jika itu benar -benar tidak menyakitkan mengapa anda berjuang lebih dari sekedar itu, saya tidak bisa dengan mudah, saya tidak akan melakukan hal yang mudah, saya akan mengatakan bahwa saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya akan melakukan hal yang lebih mudah, saya tidak akan pernah berjalan dengan mudah, saya akan pergi dengan itu, saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya tidak akan pernah berjalan dengan mudah, saya akan pergi dengan itu, saya tidak akan pernah berjalan dengan mudah, saya tidak akan terlalu banyak untuk quit. manusia khawatir orang -orang yang tidak diketahui, kita tidak tahu apa yang setelah kematian karena tidak ada yang benar -benar kembali dari kematian yang sebenarnya dan melaporkan tentang hal itu seperti kematian klinis yang sebenarnya tetapi sebenarnya adalah satu -satunya alasan seperti saya tahu saya belum akan bunuh diri diri dan mungkin tetap seperti itu karena saya terlalu banyak menjadi vagina untuk menjadi vagina jika anda mendapatkan apa yang saya maksudkan","['mengapa', 'umat', 'manusia', 'takut', 'akan', 'kematian', 'akhir', '-akhir', 'ini', 'saya', 'bertanya', 'pada', 'diri', 'sendiri', 'lebih', 'sering', 'dan', 'sering', 'mengapa', 'kita', 'takut', 'meninggal', 'sekarang', 'di', 'abad', 'pertengahan', 'misalnya', 'tentu', 'saja', 'anda', 'takut', 'berada', 'di', 'neraka', 'dan', 'omong', 'kosong', 'seperti', 'itu', 'tetapi', 'hari', 'ini', 'bahkan', 'jika', 'itu', 'benar', '-benar', 'tidak', 'menyakitkan', 'mengapa', 'anda', 'berjuang', 'lebih', 'dari', 'sekedar', 'itu', ',', 'saya', 'tidak', 'bisa', 'dengan', 'mudah', ',', 'saya', 'tidak', 'akan', 'melakukan', 'hal', 'yang', 'mudah', ',', 'saya', 'akan', 'mengatakan', 'bahwa', 'saya', 'tidak', 'akan', 'pernah', 'berjalan', 'dengan', 'mudah', ',', 'saya', 'tidak', 'akan', 'pernah', 'berjalan', 'dengan', 'mudah', ',', 'saya', 'akan', 'melakukan', 'hal', 'yang', 'lebih', 'mudah', ',', 'saya', 'tidak', 'akan', 'pernah', 'berjalan', 'dengan', 'mudah', ',', 'saya', 'akan', 'pergi', 'dengan', 'itu', ',', 'saya', 'tidak', 'akan', 'pernah', 'berjalan', 'dengan', 'mudah', ',', 'saya', 'tidak', 'akan', 'pernah', 'berjalan', 'dengan', 'mudah', ',', 'saya', 'tidak', 'akan', 'pernah', 'berjalan', 'dengan', 'mudah', ',', 'saya', 'tidak', 'akan', 'pernah', 'berjalan', 'dengan', 'mudah', ',', 'saya', 'tidak', 'akan', 'pernah', 'berjalan', 'dengan', 'mudah', ',', 'saya', 'tidak', 'akan', 'pernah', 'berjalan', 'dengan', 'mudah', ',', 'saya', 'akan', 'pergi', 'dengan', 'itu', ',', 'saya', 'tidak', 'akan', 'pernah', 'berjalan', 'dengan', 'mudah', ',', 'saya', 'tidak', 'akan', 'terlalu', 'banyak', 'untuk', 'quit', '.', 'manusia', 'khawatir', 'orang', '-orang', 'yang', 'tidak', 'diketahui', ',', 'kita', 'tidak', 'tahu', 'apa', 'yang', 'setelah', 'kematian', 'karena', 'tidak', 'ada', 'yang', 'benar', '-benar', 'kembali', 'dari', 'kematian', 'yang', 'sebenarnya', 'dan', 'melaporkan', 'tentang', 'hal', 'itu', 'seperti', 'kematian', 'klinis', 'yang', 'sebenarnya', 'tetapi', 'sebenarnya', 'adalah', 'satu', '-satunya', 'alasan', 'seperti', 'saya', 'tahu', 'saya', 'belum', 'akan', 'bunuh', 'diri', 'diri', 'dan', 'mungkin', 'tetap', 'seperti', 'itu', 'karena', 'saya', 'terlalu', 'banyak', 'menjadi', 'vagina', 'untuk', 'menjadi', 'vagina', 'jika', 'anda', 'mendapatkan', 'apa', 'yang', 'saya', 'maksudkan']","['umat', 'manusia', 'takut', 'kematian', '-akhir', 'takut', 'meninggal', 'abad', 'pertengahan', 'takut', 'neraka', 'omong', 'kosong', '-benar', 'menyakitkan', 'berjuang', 'sekedar', ',', 'mudah', ',', 'mudah', ',', 'berjalan', 'mudah', ',', 'berjalan', 'mudah', ',', 'mudah', ',', 'berjalan', 'mudah', ',', 'pergi', ',', 'berjalan', 'mudah', ',', 'berjalan', 'mudah', ',', 'berjalan', 'mudah', ',', 'berjalan', 'mudah', ',', 'berjalan', 'mudah', ',', 'berjalan', 'mudah', ',', 'pergi', ',', 'berjalan', 'mudah', ',', 'quit', '.', 'manusia', 'khawatir', 'orang', '-orang', ',', 'kematian', '-benar', 'kematian', 'melaporkan', 'kematian', 'klinis', '-satunya', 'alasan', 'bunuh', 'vagina', 'vagina', 'maksudkan']","['umat', 'manusia', 'takut', 'mati', '-akhir', 'takut', 'tinggal', 'abad', 'tengah', 'takut', 'neraka', 'omong', 'kosong', '-benar', 'sakit', 'juang', 'dar', '', 'mudah', '', 'mudah', '', 'jalan', 'mudah', '', 'jalan', 'mudah', '', 'mudah', '', 'jalan', 'mudah', '', 'pergi', '', 'jalan', 'mudah', '', 'jalan', 'mudah', '', 'jalan', 'mudah', '', 'jalan', 'mudah', '', 'jalan', 'mudah', '', 'jalan', 'mudah', '', 'pergi', '', 'jalan', 'mudah', '', 'quit', '', 'manusia', 'khawatir', 'orang', '-orang', '', 'mati', '-benar', 'mati', 'lapor', 'mati', 'klinis', '-satunya', 'alas', 'bunuh', 'vagina', 'vagina', 'maksud']",Potential Suicide post
"saya ingin semua orang merasakan rasa sakit saya, saya muak semua orang yang mencoba menahan saya dan mengambil keuntungan dari mei amsick selalu menjadi pilihan kedua saya amsick karena diabaikan ditakuti dan dibenci saya ingin semua orang merasakan murka saya dan rasa sakit saya, saya muak bersembunyi di bawah bayangan dan hanya untuk mengambil semua yang saya inginkan dan orang -orang yang tidak pernah saya lakukan pada orang yang tidak pernah saya lakukan pada orang yang tidak ada yang bisa saya lakukan dan tidak ada yang mereka lakukan pada orang yang tidak ada yang mereka lakukan pada orang yang tidak pernah saya lakukan dan tidak pernah ada yang mereka lakukan pada orang yang tidak dapat saya lakukan dan tidak ada yang mereka lakukan pada orang yang tidak ada yang mereka lakukan dan tidak pernah ada yang mereka lakukan pada orang yang tidak ada yang mereka lakukan dan tidak ada yang mereka lakukan pada orang yang tidak saya sukai dan tidak ada yang mereka lakukan pada orang yang tidak saya sukai dan tidak pernah ada yang mereka lakukan pada orang yang tidak saya sukai dan tidak ada yang mereka lakukan pada orang yang tidak saya sukai dan saya tidak bisa melakukan apa pun yang mereka lakukan pada orang yang tidak saya sukai dan saya tidak bisa melakukan apa pun yang mereka lakukan pada orang yang tidak pernah saya sukai dan saya tidak bisa melakukan apa pun yang mereka lakukan pada orang yang tidak saya sukai dan saya tidak bisa melakukan apa pun yang mereka lakukan pada orang yang tidak saya sukai. orang dengan kehidupan yang sempurna mereka tidak pantas mendapatkannya jika saya tidak bisa bahagia mengapa orang lain harus","saya ingin semua orang merasakan rasa sakit saya, saya muak semua orang yang mencoba menahan saya dan mengambil keuntungan dari mei amsick selalu menjadi pilihan kedua saya amsick karena diabaikan ditakuti dan dibenci saya ingin semua orang merasakan murka saya dan rasa sakit saya, saya muak bersembunyi di bawah bayangan dan hanya untuk mengambil semua yang saya inginkan dan orang -orang yang tidak pernah saya lakukan pada orang yang tidak pernah saya lakukan pada orang yang tidak ada yang bisa saya lakukan dan tidak ada yang mereka lakukan pada orang yang tidak ada yang mereka lakukan pada orang yang tidak pernah saya lakukan dan tidak pernah ada yang mereka lakukan pada orang yang tidak dapat saya lakukan dan tidak ada yang mereka lakukan pada orang yang tidak ada yang mereka lakukan dan tidak pernah ada yang mereka lakukan pada orang yang tidak ada yang mereka lakukan dan tidak ada yang mereka lakukan pada orang yang tidak saya sukai dan tidak ada yang mereka lakukan pada orang yang tidak saya sukai dan tidak pernah ada yang mereka lakukan pada orang yang tidak saya sukai dan tidak ada yang mereka lakukan pada orang yang tidak saya sukai dan saya tidak bisa melakukan apa pun yang mereka lakukan pada orang yang tidak saya sukai dan saya tidak bisa melakukan apa pun yang mereka lakukan pada orang yang tidak pernah saya sukai dan saya tidak bisa melakukan apa pun yang mereka lakukan pada orang yang tidak saya sukai dan saya tidak bisa melakukan apa pun yang mereka lakukan pada orang yang tidak saya sukai. orang dengan kehidupan yang sempurna mereka tidak pantas mendapatkannya jika saya tidak bisa bahagia mengapa orang lain harus","['saya', 'ingin', 'semua', 'orang', 'merasakan', 'rasa', 'sakit', 'saya', ',', 'saya', 'muak', 'semua', 'orang', 'yang', 'mencoba', 'menahan', 'saya', 'dan', 'mengambil', 'keuntungan', 'dari', 'mei', 'amsick', 'selalu', 'menjadi', 'pilihan', 'kedua', 'saya', 'amsick', 'karena', 'diabaikan', 'ditakuti', 'dan', 'dibenci', 'saya', 'ingin', 'semua', 'orang', 'merasakan', 'murka', 'saya', 'dan', 'rasa', 'sakit', 'saya', ',', 'saya', 'muak', 'bersembunyi', 'di', 'bawah', 'bayangan', 'dan', 'hanya', 'untuk', 'mengambil', 'semua', 'yang', 'saya', 'inginkan', 'dan', 'orang', '-orang', 'yang', 'tidak', 'pernah', 'saya', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'pernah', 'saya', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'ada', 'yang', 'bisa', 'saya', 'lakukan', 'dan', 'tidak', 'ada', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'ada', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'pernah', 'saya', 'lakukan', 'dan', 'tidak', 'pernah', 'ada', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'dapat', 'saya', 'lakukan', 'dan', 'tidak', 'ada', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'ada', 'yang', 'mereka', 'lakukan', 'dan', 'tidak', 'pernah', 'ada', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'ada', 'yang', 'mereka', 'lakukan', 'dan', 'tidak', 'ada', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'saya', 'sukai', 'dan', 'tidak', 'ada', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'saya', 'sukai', 'dan', 'tidak', 'pernah', 'ada', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'saya', 'sukai', 'dan', 'tidak', 'ada', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'saya', 'sukai', 'dan', 'saya', 'tidak', 'bisa', 'melakukan', 'apa', 'pun', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'saya', 'sukai', 'dan', 'saya', 'tidak', 'bisa', 'melakukan', 'apa', 'pun', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'pernah', 'saya', 'sukai', 'dan', 'saya', 'tidak', 'bisa', 'melakukan', 'apa', 'pun', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'saya', 'sukai', 'dan', 'saya', 'tidak', 'bisa', 'melakukan', 'apa', 'pun', 'yang', 'mereka', 'lakukan', 'pada', 'orang', 'yang', 'tidak', 'saya', 'sukai', '.', 'orang', 'dengan', 'kehidupan', 'yang', 'sempurna', 'mereka', 'tidak', 'pantas', 'mendapatkannya', 'jika', 'saya', 'tidak', 'bisa', 'bahagia', 'mengapa', 'orang', 'lain', 'harus']","['orang', 'merasakan', 'sakit', ',', 'muak', 'orang', 'mencoba', 'menahan', 'mengambil', 'keuntungan', 'mei', 'amsick', 'pilihan', 'amsick', 'diabaikan', 'ditakuti', 'dibenci', 'orang', 'merasakan', 'murka', 'sakit', ',', 'muak', 'bersembunyi', 'bayangan', 'mengambil', 'orang', '-orang', 'lakukan', 'orang', 'lakukan', 'orang', 'lakukan', 'lakukan', 'orang', 'lakukan', 'orang', 'lakukan', 'lakukan', 'orang', 'lakukan', 'lakukan', 'orang', 'lakukan', 'lakukan', 'orang', 'lakukan', 'lakukan', 'orang', 'sukai', 'lakukan', 'orang', 'sukai', 'lakukan', 'orang', 'sukai', 'lakukan', 'orang', 'sukai', 'lakukan', 'orang', 'sukai', 'lakukan', 'orang', 'sukai', 'lakukan', 'orang', 'sukai', 'lakukan', 'orang', 'sukai', '.', 'orang', 'kehidupan', 'sempurna', 'mendapatkannya', 'bahagia', 'orang']","['orang', 'rasa', 'sakit', '', 'muak', 'orang', 'coba', 'tahan', 'ambil', 'untung', 'mei', 'amsick', 'pilih', 'amsick', 'abai', 'takut', 'benci', 'orang', 'rasa', 'murka', 'sakit', '', 'muak', 'sembunyi', 'bayang', 'ambil', 'orang', '-orang', 'laku', 'orang', 'laku', 'orang', 'laku', 'laku', 'orang', 'laku', 'orang', 'laku', 'laku', 'orang', 'laku', 'laku', 'orang', 'laku', 'laku', 'orang', 'laku', 'laku', 'orang', 'suka', 'laku', 'orang', 'suka', 'laku', 'orang', 'suka', 'laku', 'orang', 'suka', 'laku', 'orang', 'suka', 'laku', 'orang', 'suka', 'laku', 'orang', 'suka', 'laku', 'orang', 'suka', '', 'orang', 'hidup', 'sempurna', 'dapat', 'bahagia', 'orang']",Potential Suicide post
kembali ke rumah dan selesai makan malam baru saja berhenti sebentar masih banyak yang harus dilakukan malam ini akan kembali nanti,kembali ke rumah dan selesai makan malam baru saja berhenti sebentar masih banyak yang harus dilakukan malam ini akan kembali nanti,"['kembali', 'ke', 'rumah', 'dan', 'selesai', 'makan', 'malam', 'baru', 'saja', 'berhenti', 'sebentar', 'masih', 'banyak', 'yang', 'harus', 'dilakukan', 'malam', 'ini', 'akan', 'kembali', 'nanti']","['rumah', 'selesai', 'makan', 'malam', 'berhenti', 'sebentar', 'malam']","['rumah', 'selesai', 'makan', 'malam', 'henti', 'sebentar', 'malam']",Not Suicide post
itu adalah tempat pizza adalah ruang berdiri hanya sekitar jam makan malam mereka memiliki pizza yang dinamai menurut saya woo,itu adalah tempat pizza adalah ruang berdiri hanya sekitar jam makan malam mereka memiliki pizza yang dinamai menurut saya woo,"['itu', 'adalah', 'tempat', 'pizza', 'adalah', 'ruang', 'berdiri', 'hanya', 'sekitar', 'jam', 'makan', 'malam', 'mereka', 'memiliki', 'pizza', 'yang', 'dinamai', 'menurut', 'saya', 'woo']","['pizza', 'ruang', 'berdiri', 'jam', 'makan', 'malam', 'memiliki', 'pizza', 'dinamai', 'woo']","['pizza', 'ruang', 'diri', 'jam', 'makan', 'malam', 'milik', 'pizza', 'nama', 'woo']",Not Suicide post
"aku sangat lelah dengan depresi, aku bangun dengan perasaan produktif hari ini sekarang aku tidak ingin melakukan apapun yang aku rasakan omong kosong","saya sangat lelah dengan depresi, saya bangun dengan perasaan produktif hari ini sekarang saya tidak ingin melakukan apapun yang saya rasakan omong kosong","['saya', 'sangat', 'lelah', 'dengan', 'depresi', ',', 'saya', 'bangun', 'dengan', 'perasaan', 'produktif', 'hari', 'ini', 'sekarang', 'saya', 'tidak', 'ingin', 'melakukan', 'apapun', 'yang', 'saya', 'rasakan', 'omong', 'kosong']","['lelah', 'depresi', ',', 'bangun', 'perasaan', 'produktif', 'apapun', 'rasakan', 'omong', 'kosong']","['lelah', 'depresi', '', 'bangun', 'asa', 'produktif', 'apa', 'rasa', 'omong', 'kosong']",Potential Suicide post
"maksud saya hidup saya sangat menyedihkan, jadi saya kira cahaya di ujung terowongan","maksud saya hidup saya sangat menyedihkan, jadi saya kira cahaya di ujung terowongan","['maksud', 'saya', 'hidup', 'saya', 'sangat', 'menyedihkan', ',', 'jadi', 'saya', 'kira', 'cahaya', 'di', 'ujung', 'terowongan']","['maksud', 'hidup', 'menyedihkan', ',', 'cahaya', 'ujung', 'terowongan']","['maksud', 'hidup', 'sedih', '', 'cahaya', 'ujung', 'terowongan']",Potential Suicide post
just working matey tapi saya libur minggu depan,just working matey tapi saya libur minggu depan,"['just', 'working', 'matey', 'tapi', 'saya', 'libur', 'minggu', 'depan']","['just', 'working', 'matey', 'libur', 'minggu']","['just', 'working', 'matey', 'libur', 'minggu']",Not Suicide post
"saya melakukan posting terakhir saya adalah bagaimana saya lelah hidup dan satu -satunya hal baik yang tersisa dalam hidup saya adalah pacar saya tetapi dia baru saja putus dengan saya dan saya merasa begitu sendirian dan putus asa saya tidak benar -benar merasa seperti terjadi, saya benar -benar ingin bunuh diri sendiri","saya melakukan posting terakhir saya adalah bagaimana saya lelah hidup dan satu -satunya hal baik yang tersisa dalam hidup saya adalah pacar saya tetapi dia baru saja putus dengan saya dan saya merasa begitu sendiri dan putus asa saya tidak benar -benar merasa seperti terjadi, saya benar -benar ingin bunuh diri diri sendiri","['saya', 'melakukan', 'posting', 'terakhir', 'saya', 'adalah', 'bagaimana', 'saya', 'lelah', 'hidup', 'dan', 'satu', '-satunya', 'hal', 'baik', 'yang', 'tersisa', 'dalam', 'hidup', 'saya', 'adalah', 'pacar', 'saya', 'tetapi', 'dia', 'baru', 'saja', 'putus', 'dengan', 'saya', 'dan', 'saya', 'merasa', 'begitu', 'sendiri', 'dan', 'putus', 'asa', 'saya', 'tidak', 'benar', '-benar', 'merasa', 'seperti', 'terjadi', ',', 'saya', 'benar', '-benar', 'ingin', 'bunuh', 'diri', 'diri', 'sendiri']","['posting', 'lelah', 'hidup', '-satunya', 'tersisa', 'hidup', 'pacar', 'putus', 'putus', 'asa', '-benar', ',', '-benar', 'bunuh']","['posting', 'lelah', 'hidup', '-satunya', 'sisa', 'hidup', 'pacar', 'putus', 'putus', 'asa', '-benar', '', '-benar', 'bunuh']",Potential Suicide post
makan seperti biasa tidak sabar menunggu pogo kamis malam teriakan,makan seperti biasa tidak sabar menunggu pogo kamis malam teriakan,"['makan', 'seperti', 'biasa', 'tidak', 'sabar', 'menunggu', 'pogo', 'kamis', 'malam', 'teriakan']","['makan', 'sabar', 'menunggu', 'pogo', 'kamis', 'malam', 'teriakan']","['makan', 'sabar', 'tunggu', 'pogo', 'kamis', 'malam', 'ria']",Not Suicide post
dan aku juga selamat pagi,dan saya juga selamat pagi,"['dan', 'saya', 'juga', 'selamat', 'pagi']","['selamat', 'pagi']","['selamat', 'pagi']",Not Suicide post
selamat pagi saya pikir lol tidak seperti bermain kursi otot dengan tempat anda tidur,selamat pagi saya pikir tertawa tidak seperti bermain kursi otot dengan tempat anda tidur,"['selamat', 'pagi', 'saya', 'pikir', 'tertawa', 'tidak', 'seperti', 'bermain', 'kursi', 'otot', 'dengan', 'tempat', 'anda', 'tidur']","['selamat', 'pagi', 'pikir', 'tertawa', 'bermain', 'kursi', 'otot', 'tidur']","['selamat', 'pagi', 'pikir', 'tertawa', 'main', 'kursi', 'otot', 'tidur']",Not Suicide post
